EPISODE	TIME_STEP_TOTAL	REWARD_TOTAL
1388	10	10.0
1389	9	9.0
1390	9	9.0
1391	11	11.0
1392	8	8.0
1393	10	10.0
1394	9	9.0
1395	8	8.0
1396	10	10.0
1397	10	10.0
1398	10	10.0
1399	9	9.0
1400	8	8.0
1401	9	9.0
1402	9	9.0
1403	10	10.0
1404	10	10.0
1405	9	9.0
1406	9	9.0
1407	9	9.0
1408	9	9.0
1409	9	9.0
1410	10	10.0
1411	9	9.0
1412	8	8.0
1413	9	9.0
1414	10	10.0
1415	10	10.0
1416	8	8.0
1417	8	8.0
1418	10	10.0
1419	10	10.0
1420	8	8.0
1421	8	8.0
1422	9	9.0
1423	9	9.0
1424	9	9.0
1425	10	10.0
1426	9	9.0
1427	10	10.0
1428	10	10.0
1429	8	8.0
1430	9	9.0
1431	8	8.0
1432	10	10.0
1433	8	8.0
1434	10	10.0
1435	9	9.0
1436	9	9.0
1437	9	9.0
1438	9	9.0
1439	10	10.0
1440	9	9.0
1441	10	10.0
1442	9	9.0
1443	9	9.0
1444	8	8.0
1445	10	10.0
1446	9	9.0
1447	9	9.0
1448	9	9.0
1449	11	11.0
1450	9	9.0
1451	9	9.0
1452	10	10.0
1453	10	10.0
1454	10	10.0
1455	9	9.0
1456	9	9.0
1457	10	10.0
1458	10	10.0
1459	9	9.0
1460	10	10.0
1461	10	10.0
1462	9	9.0
1463	9	9.0
1464	9	9.0
1465	10	10.0
1466	10	10.0
1467	9	9.0
1468	11	11.0
1469	10	10.0
1470	9	9.0
1471	10	10.0
1472	9	9.0
1473	9	9.0
1474	10	10.0
1475	9	9.0
1476	9	9.0
1477	9	9.0
1478	9	9.0
1479	10	10.0
1480	10	10.0
1481	8	8.0
1482	10	10.0
1483	10	10.0
1484	9	9.0
1485	9	9.0
1486	9	9.0
1487	9	9.0
1488	8	8.0
1489	9	9.0
1490	9	9.0
1491	10	10.0
1492	11	11.0
1493	8	8.0
1494	10	10.0
1495	10	10.0
1496	10	10.0
1497	10	10.0
1498	10	10.0
1499	9	9.0
1500	9	9.0
1501	9	9.0
1502	9	9.0
1503	10	10.0
1504	9	9.0
1505	9	9.0
1506	9	9.0
1507	9	9.0
1508	8	8.0
1509	10	10.0
1510	8	8.0
1511	9	9.0
1512	11	11.0
1513	10	10.0
1514	9	9.0
1515	10	10.0
1516	9	9.0
1517	10	10.0
1518	10	10.0
1519	9	9.0
1520	10	10.0
1521	9	9.0
1522	10	10.0
1523	8	8.0
1524	10	10.0
1525	11	11.0
1526	9	9.0
1527	9	9.0
1528	9	9.0
1529	8	8.0
1530	10	10.0
1531	9	9.0
1532	9	9.0
1533	11	11.0
1534	10	10.0
1535	11	11.0
1536	10	10.0
1537	10	10.0
1538	9	9.0
1539	9	9.0
1540	10	10.0
1541	10	10.0
1542	10	10.0
1543	9	9.0
1544	9	9.0
1545	10	10.0
1546	10	10.0
1547	9	9.0
1548	10	10.0
1549	9	9.0
1550	10	10.0
1551	9	9.0
1552	9	9.0
1553	9	9.0
1554	10	10.0
1555	9	9.0
1556	10	10.0
1557	9	9.0
1558	10	10.0
1559	8	8.0
1560	10	10.0
1561	10	10.0
1562	10	10.0
1563	10	10.0
1564	9	9.0
1565	9	9.0
1566	9	9.0
1567	10	10.0
1568	10	10.0
1569	8	8.0
1570	11	11.0
1571	11	11.0
1572	11	11.0
1573	9	9.0
1574	8	8.0
1575	10	10.0
1576	10	10.0
1577	11	11.0
1578	10	10.0
1579	10	10.0
1580	8	8.0
1581	10	10.0
1582	10	10.0
1583	9	9.0
1584	9	9.0
1585	10	10.0
1586	10	10.0
1587	10	10.0
1588	9	9.0
1589	10	10.0
1590	10	10.0
1591	10	10.0
1592	10	10.0
1593	9	9.0
1594	10	10.0
1595	9	9.0
1596	9	9.0
1597	10	10.0
1598	10	10.0
1599	10	10.0
1600	9	9.0
1601	9	9.0
1602	9	9.0
1603	10	10.0
1604	9	9.0
1605	8	8.0
1606	10	10.0
1607	9	9.0
1608	9	9.0
1609	9	9.0
1610	11	11.0
1611	8	8.0
1612	9	9.0
1613	10	10.0
1614	10	10.0
1615	9	9.0
1616	11	11.0
1617	8	8.0
1618	10	10.0
1619	9	9.0
1620	9	9.0
1621	9	9.0
1622	9	9.0
1623	9	9.0
1624	9	9.0
1625	9	9.0
1626	10	10.0
1627	9	9.0
1628	10	10.0
1629	10	10.0
1630	10	10.0
1631	10	10.0
1632	9	9.0
1633	8	8.0
1634	10	10.0
1635	9	9.0
1636	9	9.0
1637	9	9.0
1638	10	10.0
1639	9	9.0
1640	10	10.0
1641	10	10.0
1642	10	10.0
1643	8	8.0
1644	9	9.0
1645	10	10.0
1646	9	9.0
1647	9	9.0
1648	9	9.0
